BRANCH1,SUBJECT,TITLE,CHANNEL,Video URL,ID,UNIT,YEAR,BRANCH
CSE,PROGRAMMING FOR PROBLEM SOLVING,"C_40 Difference between for, while and do while loop in C | C Programming Tutorials",Jenny's Lectures CS IT,https://www.youtube.com/watch?v=Z3zUwN98uRQ,3.0.2,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Learn C Programming Tutorial 1.7 Displaying Multiple Variables,mybringback,https://www.youtube.com/watch?v=I84TNEt_UZk,3.0.3,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Goto statement in c programming | goto jump statement syntax and flowchart in c language,Learn Coding,https://www.youtube.com/watch?v=3w81X4yg6Yk,3.0.4,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Array Notation and Representation,ALL ABOUT C,https://www.youtube.com/watch?v=AbC4S8zTu38,3.0.5,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Array Manipulation | Arrays | HackerRank Java Solution |,Bhavesh Ithape,https://www.youtube.com/watch?v=EnxYdFQpAMU,3.0.6,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,#29 Multi Dimensional Array in Java,Telusko,https://www.youtube.com/watch?v=v4J2bEQF6jk,3.0.7,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,What is String in C Language? | Declaration &amp; Initialization | By Rahul Chaudhary,Programming GuruJi,https://www.youtube.com/watch?v=WcQFqa24Wa8,3.0.8,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,C_112 Array of Structures in C | C Language Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=azgYvTZD3eo,3.0.9,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Union of Two Array | DATA STRUCTURE series| Leetcode | DSA sheet| java/c++ | @learninbits,Learn in Bits,https://www.youtube.com/watch?v=RAir0JmYP_s,3.1.0,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Enumerator in C Programming | enum in C Programming,Gate Smashers,https://www.youtube.com/watch?v=YMDTeEFhBzg,3.1.1,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Buckys C++ Programming Tutorials - 35 - Passing Arrays to Functions,thenewboston,https://www.youtube.com/watch?v=VnZbghMhfOY,3.1.3,3,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Lec 19 - Introduction To Problem Solving and Programming,nptelhrd,https://www.youtube.com/watch?v=EmDdrF14Mc4,4.0.1,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,C_84 Introduction to Functions - part 1 | C Language Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=f--fD8Y0RnA,4.0.2,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Array Function in MS Excel | How To Use Array Formula in Excel | #arrayfunction #msexcelcourse,Marketing Fundas,https://www.youtube.com/watch?v=zfmHHvIRmg0,4.0.3,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,"Parameter passing method. Call by value, call by reference in (ppl)PART-1 HINDI",wings for technical,https://www.youtube.com/watch?v=BdGbzYWd2Kk,4.0.3,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,C_104 Recursion in C | Introduction to Recursion,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=KQZIBckWK-s,4.0.4,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Linear search vs Binary search,Techdose,https://www.youtube.com/watch?v=sSYQ1H9-Vks,4.0.5,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Binary Search Algorithm | C Programming Example,Portfolio Courses,https://www.youtube.com/watch?v=Uuyv88Tn9iU,4.0.6,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Bubble Sort algorithm in C Programming (Hindi),AshMit Academy,https://www.youtube.com/watch?v=PWKJg41ClmI,4.0.7,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Insertion Sort in C Language (With Explanation),CodeWithHarry,https://www.youtube.com/watch?v=XBfH1Qy1JGY,4.0.8,4,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,How Pointer Works?? Simplest Example | C Programming,Gate Smashers,https://www.youtube.com/watch?v=cVLw5HeL3JM,5.0.1,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,C_71 Pointers in C - part 1| Introduction to pointers in C | C Programming Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=IuDJeGqEZ3A,5.0.2,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,WHY SHOULD I LEARN POINTERS? || Real-life application of pointers.,Digvijay Mahamuni,https://www.youtube.com/watch?v=3-zE2eZAwrM,5.0.3,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,"Dynamic Memory Allocation in C|| malloc, calloc, realloc, free|| 3 minutes master|| Neverquit",3 minutes master,https://www.youtube.com/watch?v=7RNesIP9Ot0,5.0.4,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,"String Functions in C Programming | strcat(), strcpy(), strcmp(), strstr(), strlen(), strchr() etc.",Gate Smashers,https://www.youtube.com/watch?v=E7T2cnSjO3M,5.0.5,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,L:42 Pointers in Self-referential Structures | PPS | Programming in C,Er's Zone,https://www.youtube.com/watch?v=xADE01Uh77o,5.0.6,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,Creating the Node of a Single Linked List,Neso Academy,https://www.youtube.com/watch?v=DneLxrPmmsw,5.0.7,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,File Handling in C Programming | Creating📁Opening📂Reading📁Writing📂Closing📂,Gate Smashers,https://www.youtube.com/watch?v=UxifZwjd5xU,5.0.8,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,"preprocessor in c || various pre processor directives in c, preprocessor commands | c language | pps",NS lectures,https://www.youtube.com/watch?v=D1LshjDhNg8,5.0.9,5,1,CSE-1
CSE,PROGRAMMING FOR PROBLEM SOLVING,C Preprocessors | Defining and Calling Macros,Manish Tiwari,https://www.youtube.com/watch?v=IKbtqmeERrQ,5.1.0,5,1,CSE-1
IT,PROGRAMMING FOR PROBLEM SOLVING,ONE SHOT I UNIT-1 I PPS I by Pragya Rajvanshi Ma&#39;am I GATEWAY CLASSES I AKTU,GateWay Classes,https://www.youtube.com/watch?v=64V5RV9x6ds,1.0.1,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,#algorithm | What is Algorithm With Full Information in hindi | Algorithms and DATA STRUCTUREs,Unique online guru,https://www.youtube.com/watch?v=nZ3pjrjVwfc,1.0.2,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Algorithm and Flowchart hindi | Flowchart and algorithm | What is Flowchart | Flowchart symbols,GABS CLASSES,https://www.youtube.com/watch?v=3v1YJ5J73FM,1.0.3,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,What is Source Code and Object Code || Source Code vs Object Code,5-Minute Class,https://www.youtube.com/watch?v=uVtpUWgfWRY,1.0.4,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Understanding the Structure of C | C Language Course | By Rahul Chaudhary,Programming GuruJi,https://www.youtube.com/watch?v=XsM8y9g4X2Y,1.0.5,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Lec - 2.2 Writing and executing the first C Program || Print hello message in C Program,Competitive Exams TechPrep,https://www.youtube.com/watch?v=oaNvsA9O5PM,1.0.6,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Lecture 1.11 #PPS Syntax and Logical errors in Compilation,Muslima Aslam_EasyLearnCSEguys,https://www.youtube.com/watch?v=VwWGECXtbYg,1.0.7,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,"Concept of source code , object code and executable code.",MaiTri,https://www.youtube.com/watch?v=Ibqi5HIW7TY,1.0.8,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Introduction to C Language (Hindi) | What is C? full Explanation,Learn Coding,https://www.youtube.com/watch?v=C5GCFEMcIGQ,1.0.9,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,DataTypes in c | what is data types? and it&#39;s types | Learn Coding,Learn Coding,https://www.youtube.com/watch?v=GHsgu3Rolys,1.1.1,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Variables and memory locations,ALL ABOUT C,https://www.youtube.com/watch?v=OM5a_xeQgUw,1.1.2,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,storage class in c in hindi | scope and lifetime of storage class in c programming,Learn Coding,https://www.youtube.com/watch?v=YNHke7kVy_s,1.1.3,1,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,"C# - Operators | Arithmetic, Relational, Logical, Equality, Ternary &amp; Incr/decr Operators",Learn Coding,https://www.youtube.com/watch?v=ky7_ZoAEX2g,2.0.1,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Arithmetic Operators in C Programming | Integer Arithmetic | Real Arithmetic | Mixed mode Arithmetic,Easy E2C,https://www.youtube.com/watch?v=DF4RbS2D48Q,2.0.2,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,TYPE CONVERSION IN C PROGRAMMING || TYPE CASTING IN C || IMPLICIT AND EXPLICIT TYPE CONVERSION IN C,Sundeep Saradhi Kanthety,https://www.youtube.com/watch?v=gWti7GG8igc,2.0.3,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Logical operators in c | Operators in C Language | C Programming | in telugu | By Sudhakar Bogam,SB Tech Tuts,https://www.youtube.com/watch?v=uR_pV_9VBFQ,2.0.4,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C bitwise operators 🔣,Bro Code,https://www.youtube.com/watch?v=BGeOwlIGRGI,2.0.5,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C_14 Operators in C - Part 2 | Arithmetic &amp; Assignment Operators | C Programming Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=lMv8vIqpUsY,2.0.6,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Operator Precedence &amp; Associativity in telugu | C language in telugu GATE CS | Vamsi Bhavani,Vamsi Bhavani,https://www.youtube.com/watch?v=nVRyxTITSSg,2.0.7,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C switch statements 🔽,Bro Code,https://www.youtube.com/watch?v=tjd8fQw5HTA,2.0.8,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,IF Statement in C Language | Types of IF Statement | by Rahul Chaudhary,Programming GuruJi,https://www.youtube.com/watch?v=UEg50IfiMmY,2.0.9,2,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,How to build Strong Programming Logic? | College Placement &amp; Internships,Apna College,https://www.youtube.com/watch?v=3xC0F9bj9FU,3.0.1,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,"C_40 Difference between for, while and do while loop in C | C Programming Tutorials",Jenny's Lectures CS IT,https://www.youtube.com/watch?v=Z3zUwN98uRQ,3.0.2,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Learn C Programming Tutorial 1.7 Displaying Multiple Variables,mybringback,https://www.youtube.com/watch?v=I84TNEt_UZk,3.0.3,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Goto statement in c programming | goto jump statement syntax and flowchart in c language,Learn Coding,https://www.youtube.com/watch?v=3w81X4yg6Yk,3.0.4,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Array Notation and Representation,ALL ABOUT C,https://www.youtube.com/watch?v=AbC4S8zTu38,3.0.5,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Array Manipulation | Arrays | HackerRank Java Solution |,Bhavesh Ithape,https://www.youtube.com/watch?v=EnxYdFQpAMU,3.0.6,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,#29 Multi Dimensional Array in Java,Telusko,https://www.youtube.com/watch?v=v4J2bEQF6jk,3.0.7,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,What is String in C Language? | Declaration &amp; Initialization | By Rahul Chaudhary,Programming GuruJi,https://www.youtube.com/watch?v=WcQFqa24Wa8,3.0.8,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C_112 Array of Structures in C | C Language Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=azgYvTZD3eo,3.0.9,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Union of Two Array | DATA STRUCTURE series| Leetcode | DSA sheet| java/c++ | @learninbits,Learn in Bits,https://www.youtube.com/watch?v=RAir0JmYP_s,3.1.0,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Enumerator in C Programming | enum in C Programming,Gate Smashers,https://www.youtube.com/watch?v=YMDTeEFhBzg,3.1.1,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C_112 Array of Structures in C | C Language Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=azgYvTZD3eo,3.1.2,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Buckys C++ Programming Tutorials - 35 - Passing Arrays to Functions,thenewboston,https://www.youtube.com/watch?v=VnZbghMhfOY,3.1.3,3,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Lec 19 - Introduction To Problem Solving and Programming,nptelhrd,https://www.youtube.com/watch?v=EmDdrF14Mc4,4.0.1,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C_84 Introduction to Functions - part 1 | C Language Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=f--fD8Y0RnA,4.0.2,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Array Function in MS Excel | How To Use Array Formula in Excel | #arrayfunction #msexcelcourse,Marketing Fundas,https://www.youtube.com/watch?v=zfmHHvIRmg0,4.0.3,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,"Parameter passing method. Call by value, call by reference in (ppl)PART-1 HINDI",wings for technical,https://www.youtube.com/watch?v=BdGbzYWd2Kk,4.0.3,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C_104 Recursion in C | Introduction to Recursion,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=KQZIBckWK-s,4.0.4,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Linear search vs Binary search,Techdose,https://www.youtube.com/watch?v=sSYQ1H9-Vks,4.0.5,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Binary Search Algorithm | C Programming Example,Portfolio Courses,https://www.youtube.com/watch?v=Uuyv88Tn9iU,4.0.6,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Bubble Sort algorithm in C Programming (Hindi),AshMit Academy,https://www.youtube.com/watch?v=PWKJg41ClmI,4.0.7,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Insertion Sort in C Language (With Explanation),CodeWithHarry,https://www.youtube.com/watch?v=XBfH1Qy1JGY,4.0.8,4,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,How Pointer Works?? Simplest Example | C Programming,Gate Smashers,https://www.youtube.com/watch?v=cVLw5HeL3JM,5.0.1,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C_71 Pointers in C - part 1| Introduction to pointers in C | C Programming Tutorials,Jenny's Lectures CS IT,https://www.youtube.com/watch?v=IuDJeGqEZ3A,5.0.2,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,WHY SHOULD I LEARN POINTERS? || Real-life application of pointers.,Digvijay Mahamuni,https://www.youtube.com/watch?v=3-zE2eZAwrM,5.0.3,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,"Dynamic Memory Allocation in C|| malloc, calloc, realloc, free|| 3 minutes master|| Neverquit",3 minutes master,https://www.youtube.com/watch?v=7RNesIP9Ot0,5.0.4,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,"String Functions in C Programming | strcat(), strcpy(), strcmp(), strstr(), strlen(), strchr() etc.",Gate Smashers,https://www.youtube.com/watch?v=E7T2cnSjO3M,5.0.5,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,L:42 Pointers in Self-referential Structures | PPS | Programming in C,Er's Zone,https://www.youtube.com/watch?v=xADE01Uh77o,5.0.6,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,Creating the Node of a Single Linked List,Neso Academy,https://www.youtube.com/watch?v=DneLxrPmmsw,5.0.7,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,File Handling in C Programming | Creating📁Opening📂Reading📁Writing📂Closing📂,Gate Smashers,https://www.youtube.com/watch?v=UxifZwjd5xU,5.0.8,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,"preprocessor in c || various pre processor directives in c, preprocessor commands | c language | pps",NS lectures,https://www.youtube.com/watch?v=D1LshjDhNg8,5.0.9,5,1,IT-1
IT,PROGRAMMING FOR PROBLEM SOLVING,C Preprocessors | Defining and Calling Macros,Manish Tiwari,https://www.youtube.com/watch?v=IKbtqmeERrQ,5.1.0,5,1,IT-1
CSE,MATHEMATICS-4,Formation of Partial Differential Equations | PDE by Eliminating Arbitrary Function | PDE Formation,FEARLESS INNOCENT MATH,https://www.youtube.com/watch?v=wD4vLus4Vos,1.0.1,1,2,CSE-2
CSE,MATHEMATICS-4,Lagrange&#39;s Equation Full concept with problems || Aktu Mathematics - 4 (UnIT-1),A1 MATHS,https://www.youtube.com/watch?v=n1r3EZ8FXx8,1.0.2,1,2,CSE-2
CSE,MATHEMATICS-4,Charpit&#39;s Method - For solving on linear Partial Differential Equation,Applied Mathematics,https://www.youtube.com/watch?v=FJhS1M7cCuo,1.0.3,1,2,CSE-2
CSE,MATHEMATICS-4,Lecture 4: Solution of PDE ( Cauchy&#39;s Method of Characteristics),Vijay Yadav,https://www.youtube.com/watch?v=FVI7N6lAEY0,1.0.4,1,2,CSE-2
CSE,MATHEMATICS-4,"Lecture 5: Solution of Linear PDE of higher order with Constant Coefficient (calculate C.F.), Part I",Vijay Yadav,https://www.youtube.com/watch?v=cfhvyxi8szA,1.0.5,1,2,CSE-2
CSE,MATHEMATICS-4,Undetermined Coefficients: Solving non-homogeneous ODEs,Dr. Trefor Bazett,https://www.youtube.com/watch?v=AgyeJEO2a-k,1.0.6,1,2,CSE-2
CSE,MATHEMATICS-4,&#39;&#39;Equations reducible to Partial Differential Equations With constant coefficient&#39;&#39; Engineering Math,Indian Inst of Management and Engg Soc,https://www.youtube.com/watch?v=IDeYMDV9wXA,1.0.7,1,2,CSE-2
CSE,MATHEMATICS-4,8.1.2-PDEs: Classification of Partial Differential Equations,Jacob Bishop,https://www.youtube.com/watch?v=oICjqJwRbqY,2.0.1,2,2,CSE-2
CSE,MATHEMATICS-4,Separable First Order Differential Equations - Basic Introduction,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=C7nuJcJriWM,2.0.2,2,2,CSE-2
CSE,MATHEMATICS-4,Wave Equation,MIT OpenCourseWare,https://www.youtube.com/watch?v=9TQCKWWAVjM,2.0.3,2,2,CSE-2
CSE,MATHEMATICS-4,Playing Around with the 2D Wave Equation,Program Sam,https://www.youtube.com/watch?v=_YS4eObcdL4,2.0.4,2,2,CSE-2
CSE,MATHEMATICS-4,Deriving the Heat Equation: A Parabolic Partial Differential Equation for Heat Energy Conservation,Steve Brunton,https://www.youtube.com/watch?v=9d8PwnKVA-U,2.0.5,2,2,CSE-2
CSE,MATHEMATICS-4,Unit 2: Two Dimensional Heat Equation (Part 1),Dr Saloni Srivastava,https://www.youtube.com/watch?v=sQD0rEqlcyM,2.0.6,2,2,CSE-2
CSE,MATHEMATICS-4,How to solve differential equations,Pantelis Sopasakis,https://www.youtube.com/watch?v=65yw9klPklk,2.0.7,2,2,CSE-2
CSE,MATHEMATICS-4,Transmission Line Equations | Transmission Lines | Microwave Engineering | Engineering Funda,Engineering Funda,https://www.youtube.com/watch?v=lE6eDKma16c,2.0.8,2,2,CSE-2
CSE,MATHEMATICS-4,"What is Central Tendency – An Introduction to Mean, Median, and Mode in Statistics (5-1)",Research By Design,https://www.youtube.com/watch?v=AdH5vfobH5E,3.0.1,3,2,CSE-2
CSE,MATHEMATICS-4,"Moment Generating Function (m.g.f.) ,Definition and Properties",Gangaram's Learning Statistics,https://www.youtube.com/watch?v=aV2lejSDqiY,3.0.2,3,2,CSE-2
CSE,MATHEMATICS-4,Lec-3/UnIT-3 | Statistical Techniques-I | Skewness and Kurtosis,GateWay Classes,https://www.youtube.com/watch?v=XhMElG-rrV0,3.0.3,3,2,CSE-2
CSE,MATHEMATICS-4,Lec-6/UNIT-3 |Curve Fitting (Part-1)| Statistical Techniques-I |AKTU Maths-4,GateWay Classes,https://www.youtube.com/watch?v=p4Ou1L-ZVoE,3.0.4,3,2,CSE-2
CSE,MATHEMATICS-4,What is Least Squares?,AlphaOpt,https://www.youtube.com/watch?v=S0ptaAXNxBU,3.0.5,3,2,CSE-2
CSE,MATHEMATICS-4,Curve Fitting | Method of Least Squares| Curve Fitting of a Straight Line| Curve Fitting of Parabola,FEARLESS INNOCENT MATH,https://www.youtube.com/watch?v=jajpN9zdNto,3.0.6,3,2,CSE-2
CSE,MATHEMATICS-4,Fitting of a Second Degree Parabola - BSc Statistics,Jogi Raju,https://www.youtube.com/watch?v=Pagm8gqG5M0,3.0.7,3,2,CSE-2
CSE,MATHEMATICS-4,4-How to calculate Spearman&#39;s Rank Correlation Coefficient,Rowa E-learning Platform,https://www.youtube.com/watch?v=g6O5bNVPHJc,3.0.8,3,2,CSE-2
CSE,MATHEMATICS-4,How To... Perform Simple Linear Regression by Hand,Eugene O'Loughlin,https://www.youtube.com/watch?v=GhrxgbQnEEU,3.0.9,3,2,CSE-2
CSE,MATHEMATICS-4,AI &amp; Machine Learning For Business | Multivariate Regression and Non-Linear Regression |,AKTU Digital Education,https://www.youtube.com/watch?v=Y8zsDALkSp8,3.1.0,3,2,CSE-2
CSE,MATHEMATICS-4,Addition rule for probability | Probability and Statistics | Khan Academy,Khan Academy,https://www.youtube.com/watch?v=QE2uR6Z-NcU,4.0.1,4,2,CSE-2
CSE,MATHEMATICS-4,Lec-14: BAYES&#39; Theorem | Probability and Statistics | Most Important Topic,Gate Smashers,https://www.youtube.com/watch?v=WOYylyjkq_g,4.0.2,4,2,CSE-2
CSE,MATHEMATICS-4,Expected Value and Variance of Discrete Random Variables,jbstatistics,https://www.youtube.com/watch?v=OvTEhNL96v0,4.0.3,4,2,CSE-2
CSE,MATHEMATICS-4,8. Continuous Random Variables,MIT OpenCourseWare,https://www.youtube.com/watch?v=mHfn_7ym6to,4.0.4,4,2,CSE-2
CSE,MATHEMATICS-4,Binomial distribution | Probability and Statistics | Khan Academy,Khan Academy,https://www.youtube.com/watch?v=WWv0RUxDfbs,4.0.6,4,2,CSE-2
CSE,MATHEMATICS-4,Poisson Distribution EXPLAINED in UNDER 15 MINUTES!,zedstatistics,https://www.youtube.com/watch?v=cPOChr_kuQs,4.0.7,4,2,CSE-2
CSE,MATHEMATICS-4,"The Normal Distribution, Clearly Explained!!!",StatQuest with Josh Starmer,https://www.youtube.com/watch?v=rzFX5NWojp0,4.0.8,4,2,CSE-2
CSE,MATHEMATICS-4,"Study within 30min Sampling Theory: Definitions, Problems on large samples, Student t distribution",SVK Tutorial,https://www.youtube.com/watch?v=xcsNL_YeL_8,5.0.1,5,2,CSE-2
CSE,MATHEMATICS-4,T-test || T test || hypothesis testing T-test || T-test full concept || testing of hypothesis,Arya Anjum,https://www.youtube.com/watch?v=SgDlRSp-Olk,5.0.2,5,2,CSE-2
CSE,MATHEMATICS-4,F-Test Statistics | F-Test for the Ratio of Population Variance | Variance Ratio Test | Example,FEARLESS INNOCENT MATH,https://www.youtube.com/watch?v=ZqEyYQMfZO8,5.0.3,5,2,CSE-2
CSE,MATHEMATICS-4,Chi-Square Test [Simply explained],DATAtab,https://www.youtube.com/watch?v=rpKzq64GA9Y,5.0.4,5,2,CSE-2
CSE,MATHEMATICS-4,ANOVA (Analysis of Variance) Analysis – FULLY EXPLAINED!!!,Green Belt Academy,https://www.youtube.com/watch?v=g5HlLOwcXuI,5.0.5,5,2,CSE-2
CSE,MATHEMATICS-4,Statistical Process Control | Chart for Means (x-bar chart),Joshua Emmanuel,https://www.youtube.com/watch?v=RiKUZqW41UM,5.0.6,5,2,CSE-2
CSE,MATHEMATICS-4,Statistical Process Control: Control Charts for Proportions (p-chart),Joshua Emmanuel,https://www.youtube.com/watch?v=LSd-1CJQbs8,5.0.7,5,2,CSE-2
IT,MATHEMATICS-4,Formation of Partial Differential Equations | PDE by Eliminating Arbitrary Function | PDE Formation,FEARLESS INNOCENT MATH,https://www.youtube.com/watch?v=wD4vLus4Vos,1.0.1,1,2,IT-2
IT,MATHEMATICS-4,Lagrange&#39;s Equation Full concept with problems || Aktu Mathematics - 4 (UnIT-1),A1 MATHS,https://www.youtube.com/watch?v=n1r3EZ8FXx8,1.0.2,1,2,IT-2
IT,MATHEMATICS-4,Charpit&#39;s Method - For solving on linear Partial Differential Equation,Applied Mathematics,https://www.youtube.com/watch?v=FJhS1M7cCuo,1.0.3,1,2,IT-2
IT,MATHEMATICS-4,Lecture 4: Solution of PDE ( Cauchy&#39;s Method of Characteristics),Vijay Yadav,https://www.youtube.com/watch?v=FVI7N6lAEY0,1.0.4,1,2,IT-2
IT,MATHEMATICS-4,"Lecture 5: Solution of Linear PDE of higher order with Constant Coefficient (calculate C.F.), Part I",Vijay Yadav,https://www.youtube.com/watch?v=cfhvyxi8szA,1.0.5,1,2,IT-2
IT,MATHEMATICS-4,Undetermined Coefficients: Solving non-homogeneous ODEs,Dr. Trefor Bazett,https://www.youtube.com/watch?v=AgyeJEO2a-k,1.0.6,1,2,IT-2
IT,MATHEMATICS-4,&#39;&#39;Equations reducible to Partial Differential Equations With constant coefficient&#39;&#39; Engineering Math,Indian Inst of Management and Engg Soc,https://www.youtube.com/watch?v=IDeYMDV9wXA,1.0.7,1,2,IT-2
IT,MATHEMATICS-4,8.1.2-PDEs: Classification of Partial Differential Equations,Jacob Bishop,https://www.youtube.com/watch?v=oICjqJwRbqY,2.0.1,2,2,IT-2
IT,MATHEMATICS-4,Separable First Order Differential Equations - Basic Introduction,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=C7nuJcJriWM,2.0.2,2,2,IT-2
IT,MATHEMATICS-4,Wave Equation,MIT OpenCourseWare,https://www.youtube.com/watch?v=9TQCKWWAVjM,2.0.3,2,2,IT-2
IT,MATHEMATICS-4,Playing Around with the 2D Wave Equation,Program Sam,https://www.youtube.com/watch?v=_YS4eObcdL4,2.0.4,2,2,IT-2
IT,MATHEMATICS-4,Deriving the Heat Equation: A Parabolic Partial Differential Equation for Heat Energy Conservation,Steve Brunton,https://www.youtube.com/watch?v=9d8PwnKVA-U,2.0.5,2,2,IT-2
IT,MATHEMATICS-4,Unit 2: Two Dimensional Heat Equation (Part 1),Dr Saloni Srivastava,https://www.youtube.com/watch?v=sQD0rEqlcyM,2.0.6,2,2,IT-2
IT,MATHEMATICS-4,How to solve differential equations,Pantelis Sopasakis,https://www.youtube.com/watch?v=65yw9klPklk,2.0.7,2,2,IT-2
